bill_number,bill_date,customer_name,service_name,staff_name,customer_id,staff_id,service_id,service_category,service_cost
972,11-08-2017,Sibby De La Coste,Blowdry + style,Munroe Cumes,1082,55,2,STYLE,50
973,11-09-2017,Kahaleel Roseaman,Color full color,June Pynn,1061,53,1,COLOR,200
974,11-09-2017,King Harsent,Color full color,Ralina Pollicatt,1157,54,1,COLOR,200
975,11-10-2017,Benjy Bewley,Blowdry + style,Cloris Dudeney,1068,57,2,STYLE,50
976,11-10-2017,Sindee Chevins,Hair Spa,Dayle Pfeffle,1127,56,4,STYLE,200
977,11-11-2017,Allx Ogborn,Shampoo,Cristine Bosman,1099,51,5,STYLE,100
978,11-11-2017,Sibby De La Coste,Shaving,Cristine Bosman,1082,51,6,STYLE,100
979,11-12-2017,Ken Simonot,Color full color,Cloris Dudeney,1075,57,1,COLOR,200
980,11-12-2017,Lonnard Hounsham,Blowdry + style,Cloris Dudeney,1078,57,2,STYLE,50
981,11/13/2017,Carol-jean Blacker,Hair Cut,Munroe Cumes,1057,55,3,STYLE,100
982,11/13/2017,Sayer McClay,Hair Spa,Dayle Pfeffle,1019,56,4,STYLE,200
983,11/13/2017,Rossie Kumar,Shampoo,June Pynn,1140,53,5,STYLE,100
984,11/13/2017,Mab Limb,Color full color,Munroe Cumes,1113,55,1,COLOR,200
985,11/13/2017,Diandra Eatherton,Color full color,June Pynn,1046,53,1,COLOR,200
986,11/14/2017,Kristofer Ezzle,Hair Spa,Dayle Pfeffle,1045,56,4,STYLE,200
987,11/14/2017,Patin Crowd,Shampoo,Ralina Pollicatt,1100,54,5,STYLE,100
988,11/14/2017,Drusy Saurat,Hair Spa,Ralina Pollicatt,1118,54,4,STYLE,200
989,11/15/2017,Byrle Rushman,Blowdry + style,Ralina Pollicatt,1108,54,2,STYLE,50
990,11/16/2017,Bevon De Carolis,Hair Spa,Dayle Pfeffle,1144,56,4,STYLE,200
991,11/16/2017,Rex Sturdgess,Shaving,June Pynn,1033,53,6,STYLE,100
992,11/16/2017,Rosabelle Merrifield,Shaving,Munroe Cumes,1034,55,6,STYLE,100
993,11/17/2017,Carol-jean Blacker,Blowdry + style,Cristine Bosman,1057,51,2,STYLE,50
994,11/17/2017,Lonnard Hounsham,Blowdry + style,Munroe Cumes,1078,55,2,STYLE,50
995,11/17/2017,Hamnet Sacase,Shampoo,June Pynn,1071,53,5,STYLE,100
996,11/17/2017,Gabie Smalls,Hair Spa,Munroe Cumes,1086,55,4,STYLE,200
997,11/18/2017,Theda Wanderschek,Hair Cut,Ralina Pollicatt,1065,54,3,STYLE,100
998,11/19/2017,Jarid Crut,Hair Cut,Ralina Pollicatt,1054,54,3,STYLE,100
999,11/19/2017,Adamo Prudence,Shampoo,Dayle Pfeffle,1085,56,5,STYLE,100
1000,11/19/2017,Pierce Hryskiewicz,Hair Cut,Cloris Dudeney,1067,57,3,STYLE,100
1001,11/20/2017,Egon Waistell,Hair Cut,Dayle Pfeffle,1121,56,3,STYLE,100
1002,11/21/2017,Archibold Woltering,Shampoo,Munroe Cumes,1145,55,5,STYLE,100
1003,11/21/2017,Umberto Gotecliffe,Color full color,Jackie Leggate,1147,52,1,COLOR,200
1004,11/21/2017,Courtenay Shyre,Shampoo,Munroe Cumes,1114,55,5,STYLE,100
1005,11/22/2017,Indira Vallentin,Hair Spa,Ralina Pollicatt,1073,54,4,STYLE,200
1006,11/22/2017,Diann Leedes,Shaving,Cristine Bosman,1076,51,6,STYLE,100
1007,11/22/2017,Mitchell Dockwra,Shaving,Jackie Leggate,1141,52,6,STYLE,100
1008,11/23/2017,Bucky Kealey,Hair Cut,Ralina Pollicatt,1042,54,3,STYLE,100
1009,11/23/2017,Mari Clifford,Shampoo,June Pynn,1101,53,5,STYLE,100
1010,11/23/2017,Rossie Kumar,Hair Spa,Ralina Pollicatt,1140,54,4,STYLE,200
1011,11/23/2017,Kienan O'Dwyer,Color full color,Munroe Cumes,1132,55,1,COLOR,200
1012,11/24/2017,Lurlene Cristofvao,Shampoo,Cristine Bosman,1005,51,5,STYLE,100
1013,11/24/2017,Web Addionisio,Color full color,Jackie Leggate,1027,52,1,COLOR,200
1014,11/24/2017,Elroy Evered,Hair Spa,Ralina Pollicatt,1150,54,4,STYLE,200
1015,11/25/2017,Gabriell Ballham,Shaving,Dayle Pfeffle,1070,56,6,STYLE,100
1016,11/25/2017,Carol-jean Blacker,Blowdry + style,Dayle Pfeffle,1057,56,2,STYLE,50
1017,11/26/2017,Egon Waistell,Hair Cut,Cristine Bosman,1121,51,3,STYLE,100
1018,11/26/2017,Aurthur Bavridge,Color full color,Cloris Dudeney,1098,57,1,COLOR,200
1019,11/26/2017,Boycey Robart,Shampoo,Munroe Cumes,1077,55,5,STYLE,100
1020,11/26/2017,Lonnard Hounsham,Hair Cut,June Pynn,1078,53,3,STYLE,100
1021,11/26/2017,Walton Hulse,Blowdry + style,Jackie Leggate,1052,52,2,STYLE,50
1022,11/26/2017,Marla Ainley,Hair Cut,Cloris Dudeney,1146,57,3,STYLE,100
1023,11/27/2017,Conny Matveichev,Color full color,Cloris Dudeney,1016,57,1,COLOR,200
1024,11/28/2017,Torrie Dalgarnowch,Blowdry + style,Cloris Dudeney,1116,57,2,STYLE,50
1025,11/28/2017,Vida Peddie,Blowdry + style,Jackie Leggate,1153,52,2,STYLE,50
1026,11/29/2017,Tommi Minett,Hair Spa,Munroe Cumes,1087,55,4,STYLE,200
1027,11/30/2017,Lotty Danbye,Hair Spa,Jackie Leggate,1119,52,4,STYLE,200
1028,12-01-2017,Lura Stellino,Hair Cut,Jackie Leggate,1025,52,3,STYLE,100
1029,12-03-2017,Egon Waistell,Shaving,Cloris Dudeney,1121,57,6,STYLE,100
1030,12-03-2017,Natala Hammatt,Blowdry + style,Dayle Pfeffle,1090,56,2,STYLE,50
1031,12-03-2017,Lonnard Hounsham,Color full color,Cloris Dudeney,1078,57,1,COLOR,200
1032,12-03-2017,Bevon De Carolis,Color full color,Munroe Cumes,1144,55,1,COLOR,200
1033,12-04-2017,Alisun Mityashin,Shaving,Munroe Cumes,1055,55,6,STYLE,100
1034,12-04-2017,Aurthur Bavridge,Color full color,Munroe Cumes,1098,55,1,COLOR,200
1035,12-04-2017,Oby Downey,Hair Cut,June Pynn,1107,53,3,STYLE,100
1036,12-04-2017,Gabriell Ballham,Blowdry + style,Munroe Cumes,1070,55,2,STYLE,50
1037,12-04-2017,Eb Levay,Hair Cut,Jackie Leggate,1092,52,3,STYLE,100
1038,12-05-2017,Elroy Evered,Color full color,Cloris Dudeney,1150,57,1,COLOR,200
1039,12-05-2017,Bevon De Carolis,Blowdry + style,Dayle Pfeffle,1144,56,2,STYLE,50
1040,12-06-2017,Allx Ogborn,Color full color,Cristine Bosman,1099,51,1,COLOR,200
1041,12-07-2017,Stacie Klaiser,Hair Cut,Munroe Cumes,1164,55,3,STYLE,100
1042,12-07-2017,Nike Risborough,Shaving,Jackie Leggate,1032,52,6,STYLE,100
1043,12-07-2017,Josefa Gwinnell,Blowdry + style,Cloris Dudeney,1102,57,2,STYLE,50
1044,12-07-2017,Ken Simonot,Blowdry + style,Cloris Dudeney,1075,57,2,STYLE,50
1045,12-08-2017,Andriana Rieme,Shampoo,Dayle Pfeffle,1006,56,5,STYLE,100
1046,12-08-2017,Zenia McKie,Shaving,Munroe Cumes,1095,55,6,STYLE,100
1047,12-08-2017,Susanetta Petzold,Color full color,Munroe Cumes,1001,55,1,COLOR,200
1048,12-09-2017,Nonah Pavinese,Hair Spa,Jackie Leggate,1104,52,4,STYLE,200
1049,12-09-2017,Lotty Danbye,Color full color,Dayle Pfeffle,1119,56,1,COLOR,200
1050,12-10-2017,Tammi Covolini,Blowdry + style,Jackie Leggate,1060,52,2,STYLE,50
1051,12-11-2017,Carce Francklin,Hair Spa,Cristine Bosman,1036,51,4,STYLE,200
1052,12-11-2017,Benjy Bewley,Blowdry + style,Cristine Bosman,1068,51,2,STYLE,50
1053,12-11-2017,Ilysa Hansen,Color full color,June Pynn,1097,53,1,COLOR,200
1054,12-11-2017,Lotty Danbye,Hair Spa,June Pynn,1119,53,4,STYLE,200
1055,12-12-2017,Eward Jilkes,Shaving,Ralina Pollicatt,1013,54,6,STYLE,100
1056,12-12-2017,Gene Gommes,Shaving,Dayle Pfeffle,1029,56,6,STYLE,100
1057,12-12-2017,Sindee Chevins,Blowdry + style,Cloris Dudeney,1127,57,2,STYLE,50
1058,12-12-2017,Carol-jean Blacker,Shampoo,Cristine Bosman,1057,51,5,STYLE,100
1059,12/13/2017,Patin Crowd,Hair Cut,Dayle Pfeffle,1100,56,3,STYLE,100
1060,12/13/2017,Gilburt Marchment,Color full color,Munroe Cumes,1091,55,1,COLOR,200
1061,12/14/2017,Wheeler Human,Color full color,Cristine Bosman,1058,51,1,COLOR,200
1062,12/15/2017,Haleigh Mainland,Color full color,Dayle Pfeffle,1151,56,1,COLOR,200
1063,12/15/2017,Jarid Crut,Blowdry + style,Jackie Leggate,1054,52,2,STYLE,50
1064,12/15/2017,Anton Mulcock,Shaving,Dayle Pfeffle,1142,56,6,STYLE,100
1065,12/16/2017,Meyer Ellcock,Shaving,Cloris Dudeney,1162,57,6,STYLE,100
1066,12/17/2017,Web Addionisio,Color full color,Jackie Leggate,1027,52,1,COLOR,200
1067,12/17/2017,Royce Bowater,Color full color,Munroe Cumes,1017,55,1,COLOR,200
1068,12/17/2017,Meir Corbyn,Shaving,Cristine Bosman,1047,51,6,STYLE,100
1069,12/17/2017,Florella Van den Broek,Color full color,Munroe Cumes,1023,55,1,COLOR,200
1070,12/17/2017,Lura Stellino,Shaving,Cloris Dudeney,1025,57,6,STYLE,100
1071,12/18/2017,Nathanael Grigoliis,Shampoo,Jackie Leggate,1136,52,5,STYLE,100
1072,12/19/2017,Sarette Graser,Shampoo,June Pynn,1131,53,5,STYLE,100
1073,12/19/2017,Kahaleel Roseaman,Hair Spa,Ralina Pollicatt,1061,54,4,STYLE,200
1074,12/19/2017,Paddy Pandie,Shaving,Dayle Pfeffle,1044,56,6,STYLE,100
1075,12/19/2017,Ezra Dudman,Hair Spa,Cristine Bosman,1103,51,4,STYLE,200
1076,12/20/2017,Vida Peddie,Shaving,Munroe Cumes,1153,55,6,STYLE,100
1077,12/21/2017,Audrie Quickfall,Shampoo,Jackie Leggate,1169,52,5,STYLE,100
1078,12/21/2017,Josefa Gwinnell,Hair Cut,Dayle Pfeffle,1102,56,3,STYLE,100
1079,12/21/2017,Lonnard Hounsham,Blowdry + style,Ralina Pollicatt,1078,54,2,STYLE,50
1080,12/23/2017,Nathanael Grigoliis,Hair Spa,Jackie Leggate,1136,52,4,STYLE,200
1081,12/24/2017,Enrichetta Sircomb,Hair Cut,Munroe Cumes,1105,55,3,STYLE,100
1082,12/24/2017,Aleece O'Fergus,Blowdry + style,Munroe Cumes,1020,55,2,STYLE,50
1083,12/24/2017,Gerta Willmetts,Hair Cut,Cristine Bosman,1158,51,3,STYLE,100
1084,12/24/2017,Don Giorio,Blowdry + style,Munroe Cumes,1167,55,2,STYLE,50
1085,12/25/2017,Hamnet Sacase,Blowdry + style,Cristine Bosman,1071,51,2,STYLE,50
1086,12/25/2017,Maddalena Mitchell,Shampoo,Cloris Dudeney,1037,57,5,STYLE,100
1087,12/26/2017,Rosabelle Merrifield,Hair Spa,Cloris Dudeney,1034,57,4,STYLE,200
1088,12/26/2017,Arleta Corss,Hair Spa,Cloris Dudeney,1170,57,4,STYLE,200
1089,12/27/2017,Bobinette Boothe,Hair Spa,Cloris Dudeney,1088,57,4,STYLE,200
1090,12/27/2017,Alejandra Lapworth,Hair Spa,Ralina Pollicatt,1138,54,4,STYLE,200
1091,12/28/2017,Patin Crowd,Hair Spa,June Pynn,1100,53,4,STYLE,200
1092,12/28/2017,Anton Mulcock,Hair Spa,June Pynn,1142,53,4,STYLE,200
1093,12/28/2017,Sindee Chevins,Hair Cut,Dayle Pfeffle,1127,56,3,STYLE,100
1094,12/28/2017,Gerta Willmetts,Hair Cut,Jackie Leggate,1158,52,3,STYLE,100
1095,12/29/2017,Diann Leedes,Color full color,Cristine Bosman,1076,51,1,COLOR,200
1096,12/29/2017,Meyer Ellcock,Hair Cut,Jackie Leggate,1162,52,3,STYLE,100
1097,12/29/2017,Benjy Bewley,Hair Spa,June Pynn,1068,53,4,STYLE,200
1098,12/31/2017,Wheeler Human,Hair Cut,Jackie Leggate,1058,52,3,STYLE,100
1099,12/31/2017,Konstantin Carillo,Hair Cut,June Pynn,1063,53,3,STYLE,100
1100,12/31/2017,Gusta Guichard,Hair Spa,Munroe Cumes,1109,55,4,STYLE,200
1101,01-01-2018,Rossie Kumar,Hair Spa,Ralina Pollicatt,1140,54,4,STYLE,200
1102,01-01-2018,Sindee Chevins,Blowdry + style,June Pynn,1127,53,2,STYLE,50
1103,01-01-2018,Ewen McCaskell,Shampoo,Ralina Pollicatt,1018,54,5,STYLE,100
1104,01-02-2018,Starlene Rubinshtein,Blowdry + style,Cloris Dudeney,1040,57,2,STYLE,50
1105,01-03-2018,Suki Ebbers,Color full color,Cloris Dudeney,1021,57,1,COLOR,200
1106,01-03-2018,Dav Uccelli,Shaving,Cloris Dudeney,1149,57,6,STYLE,100
1107,01-04-2018,Patin Crowd,Color full color,Cristine Bosman,1100,51,1,COLOR,200
1108,01-04-2018,Feliza Salt,Shampoo,Cristine Bosman,1159,51,5,STYLE,100
1109,01-05-2018,Eb Levay,Hair Cut,Dayle Pfeffle,1092,56,3,STYLE,100
1110,01-05-2018,Adamo Prudence,Hair Cut,Munroe Cumes,1085,55,3,STYLE,100
1111,01-05-2018,Diann Leedes,Shaving,Dayle Pfeffle,1076,56,6,STYLE,100
1112,01-05-2018,Lari Swayland,Hair Cut,June Pynn,1081,53,3,STYLE,100
1113,01-05-2018,Benjy Bewley,Hair Spa,Jackie Leggate,1068,52,4,STYLE,200
1114,01-06-2018,Marty Creighton,Hair Cut,Ralina Pollicatt,1028,54,3,STYLE,100
1115,01-06-2018,Tammi Covolini,Shaving,June Pynn,1060,53,6,STYLE,100
1116,01-06-2018,Lindsay Worsell,Hair Spa,Ralina Pollicatt,1133,54,4,STYLE,200
1117,01-07-2018,Walton Hulse,Color full color,Jackie Leggate,1052,52,1,COLOR,200
1118,01-07-2018,Walliw Monelli,Color full color,Dayle Pfeffle,1111,56,1,COLOR,200
1119,01-07-2018,Marty Creighton,Hair Spa,Munroe Cumes,1028,55,4,STYLE,200
1120,01-07-2018,Jenilee Chaves,Shaving,Ralina Pollicatt,1010,54,6,STYLE,100
1121,01-08-2018,Lurlene Cristofvao,Hair Spa,Cloris Dudeney,1005,57,4,STYLE,200
1122,01-08-2018,Paddy Pandie,Blowdry + style,Ralina Pollicatt,1044,54,2,STYLE,50
1123,01-08-2018,Kristofer Ezzle,Hair Cut,Cristine Bosman,1045,51,3,STYLE,100
1124,01-09-2018,Ilysa Hansen,Color full color,Jackie Leggate,1097,52,1,COLOR,200
1125,01-09-2018,Sigvard Sheahan,Shaving,Jackie Leggate,1126,52,6,STYLE,100
1126,01-09-2018,Bobinette Boothe,Shaving,Cristine Bosman,1088,51,6,STYLE,100
1127,01-10-2018,Heddie Chatainier,Hair Spa,Cristine Bosman,1038,51,4,STYLE,200
1128,01-10-2018,Rollins Cosely,Blowdry + style,Ralina Pollicatt,1129,54,2,STYLE,50
1129,01-10-2018,Isiahi Fowgies,Hair Cut,Cristine Bosman,1125,51,3,STYLE,100
1130,01-10-2018,Meyer Ellcock,Color full color,Munroe Cumes,1162,55,1,COLOR,200
1131,01-10-2018,Enrichetta Sircomb,Blowdry + style,Dayle Pfeffle,1105,56,2,STYLE,50
1132,01-11-2018,Walton Hulse,Shampoo,Dayle Pfeffle,1052,56,5,STYLE,100
1133,01-11-2018,Gabriell Ballham,Shampoo,June Pynn,1070,53,5,STYLE,100
1134,01-11-2018,Dale Jonk,Hair Cut,Munroe Cumes,1079,55,3,STYLE,100
1135,01-11-2018,Sharline Pawlicki,Color full color,June Pynn,1059,53,1,COLOR,200
1136,01-12-2018,Amity Chisholm,Shaving,June Pynn,1139,53,6,STYLE,100
1137,1/13/2018,Cornelle Sodo,Hair Spa,Jackie Leggate,1143,52,4,STYLE,200
1138,1/13/2018,Stacie Klaiser,Shaving,Ralina Pollicatt,1164,54,6,STYLE,100
1139,1/13/2018,Stanley Wheelband,Hair Spa,Ralina Pollicatt,1120,54,4,STYLE,200
1140,1/13/2018,Kahaleel Roseaman,Shampoo,Cristine Bosman,1061,51,5,STYLE,100
1141,1/15/2018,Quint Flear,Shampoo,Dayle Pfeffle,1050,56,5,STYLE,100
1142,1/15/2018,Sayer McClay,Blowdry + style,Cloris Dudeney,1019,57,2,STYLE,50
1143,1/15/2018,Annadiane Tattersdill,Hair Spa,Munroe Cumes,1093,55,4,STYLE,200
1144,1/17/2018,Sharline Pawlicki,Shampoo,June Pynn,1059,53,5,STYLE,100
1145,1/18/2018,Mari Clifford,Shampoo,Dayle Pfeffle,1101,56,5,STYLE,100
1146,1/18/2018,Torrie Dalgarnowch,Hair Spa,Munroe Cumes,1116,55,4,STYLE,200
1147,1/18/2018,Claudelle Jarritt,Hair Cut,Cristine Bosman,1083,51,3,STYLE,100
1148,1/19/2018,Egon Waistell,Color full color,Ralina Pollicatt,1121,54,1,COLOR,200
1149,1/19/2018,Enrichetta Sircomb,Hair Cut,Cloris Dudeney,1105,57,3,STYLE,100
1150,1/19/2018,Sindee Chevins,Color full color,Dayle Pfeffle,1127,56,1,COLOR,200
1151,1/20/2018,Mari Clifford,Blowdry + style,Munroe Cumes,1101,55,2,STYLE,50
1152,1/20/2018,Ramsay Thome,Shaving,Dayle Pfeffle,1015,56,6,STYLE,100
1153,1/21/2018,Sindee Chevins,Color full color,Jackie Leggate,1127,52,1,COLOR,200
1154,1/21/2018,Paddy Pandie,Hair Cut,Cloris Dudeney,1044,57,3,STYLE,100
1155,1/21/2018,Zenia McKie,Hair Spa,Munroe Cumes,1095,55,4,STYLE,200
1156,1/22/2018,Archibold Woltering,Blowdry + style,June Pynn,1145,53,2,STYLE,50
1157,1/22/2018,Gaelan Siddle,Shaving,Cristine Bosman,1009,51,6,STYLE,100
1158,1/23/2018,Gregor Tolley,Hair Spa,Cristine Bosman,1039,51,4,STYLE,200
1159,1/23/2018,Susanetta Petzold,Color full color,Munroe Cumes,1001,55,1,COLOR,200
1160,1/23/2018,Drusy Saurat,Hair Spa,June Pynn,1118,53,4,STYLE,200
1161,1/24/2018,Dav Uccelli,Hair Spa,June Pynn,1149,53,4,STYLE,200
1162,1/24/2018,Bevon Bohl,Blowdry + style,Cloris Dudeney,1096,57,2,STYLE,50
1163,1/24/2018,Audrie Quickfall,Shaving,Cristine Bosman,1169,51,6,STYLE,100
1164,1/24/2018,Ezra Dudman,Hair Spa,Cristine Bosman,1103,51,4,STYLE,200
1165,1/24/2018,Adamo Prudence,Color full color,Cloris Dudeney,1085,57,1,COLOR,200
1166,1/27/2018,Florella Van den Broek,Shampoo,Dayle Pfeffle,1023,56,5,STYLE,100
1167,1/27/2018,Shayna Borrowman,Shampoo,Munroe Cumes,1148,55,5,STYLE,100
1168,1/27/2018,Josi Masser,Blowdry + style,Dayle Pfeffle,1048,56,2,STYLE,50
1169,1/28/2018,Gilburt Marchment,Blowdry + style,June Pynn,1091,53,2,STYLE,50
1170,1/28/2018,Torie Soff,Hair Cut,Jackie Leggate,1137,52,3,STYLE,100
1171,1/28/2018,Alisun Mityashin,Shaving,Dayle Pfeffle,1055,56,6,STYLE,100
1172,1/28/2018,Walton Hulse,Hair Cut,Cloris Dudeney,1052,57,3,STYLE,100
1173,1/28/2018,Sayer McClay,Hair Cut,Jackie Leggate,1019,52,3,STYLE,100
1174,1/28/2018,Marty Creighton,Hair Cut,Munroe Cumes,1028,55,3,STYLE,100
1175,1/29/2018,Rossie Kumar,Hair Cut,Ralina Pollicatt,1140,54,3,STYLE,100
1176,1/29/2018,Stacie Klaiser,Blowdry + style,Ralina Pollicatt,1164,54,2,STYLE,50
1177,1/29/2018,Courtenay Shyre,Shaving,Dayle Pfeffle,1114,56,6,STYLE,100
1178,1/29/2018,Ramsay Thome,Shampoo,Ralina Pollicatt,1015,54,5,STYLE,100
1179,1/30/2018,Elroy Evered,Hair Cut,June Pynn,1150,53,3,STYLE,100
1180,1/30/2018,Cornelle Sodo,Hair Spa,Cristine Bosman,1143,51,4,STYLE,200
1181,1/30/2018,Holden Ventum,Shampoo,Munroe Cumes,1112,55,5,STYLE,100
1182,1/30/2018,Milt Underwood,Hair Cut,Cristine Bosman,1134,51,3,STYLE,100
1183,1/30/2018,Claudelle Jarritt,Blowdry + style,Munroe Cumes,1083,55,2,STYLE,50
1184,1/30/2018,Athena McClean,Blowdry + style,Munroe Cumes,1012,55,2,STYLE,50
1185,1/31/2018,Pierce Hryskiewicz,Shaving,Munroe Cumes,1067,55,6,STYLE,100
1186,1/31/2018,Alejandra Lapworth,Hair Cut,Ralina Pollicatt,1138,54,3,STYLE,100
1187,02-01-2018,Gabbi Bagshaw,Shampoo,Munroe Cumes,1106,55,5,STYLE,100
1188,02-01-2018,Hephzibah Orteu,Blowdry + style,Munroe Cumes,1035,55,2,STYLE,50
1189,02-01-2018,Konstantin Carillo,Blowdry + style,Dayle Pfeffle,1063,56,2,STYLE,50
1190,02-02-2018,Allan MacLeod,Hair Spa,Cristine Bosman,1011,51,4,STYLE,200
1191,02-02-2018,Hephzibah Orteu,Hair Cut,Cloris Dudeney,1035,57,3,STYLE,100
1192,02-04-2018,Vida Peddie,Hair Cut,Cristine Bosman,1153,51,3,STYLE,100
1193,02-04-2018,Torie Soff,Blowdry + style,Cloris Dudeney,1137,57,2,STYLE,50
1194,02-05-2018,Eb Levay,Hair Spa,Dayle Pfeffle,1092,56,4,STYLE,200
1195,02-05-2018,Bevon De Carolis,Hair Spa,Ralina Pollicatt,1144,54,4,STYLE,200
1196,02-06-2018,Laney Pontain,Hair Cut,Ralina Pollicatt,1124,54,3,STYLE,100
1197,02-06-2018,Wheeler Human,Hair Spa,Cloris Dudeney,1058,57,4,STYLE,200
1198,02-06-2018,Perry McClurg,Shampoo,Ralina Pollicatt,1163,54,5,STYLE,100
1199,02-06-2018,Lura Stellino,Hair Spa,June Pynn,1025,53,4,STYLE,200
1200,02-06-2018,Boycey Robart,Shampoo,Cloris Dudeney,1077,57,5,STYLE,100
1201,02-07-2018,Patin Crowd,Shampoo,Jackie Leggate,1100,52,5,STYLE,100
1202,02-07-2018,Sadella Fligg,Hair Cut,Cloris Dudeney,1155,57,3,STYLE,100
1203,02-08-2018,Dori Killoran,Shaving,Cristine Bosman,1014,51,6,STYLE,100
1204,02-08-2018,Lura Stellino,Hair Spa,Dayle Pfeffle,1025,56,4,STYLE,200
1205,02-08-2018,Sibby De La Coste,Shampoo,Jackie Leggate,1082,52,5,STYLE,100
1206,02-09-2018,Torie Soff,Hair Cut,Jackie Leggate,1137,52,3,STYLE,100
1207,02-11-2018,Haleigh Mainland,Blowdry + style,Cristine Bosman,1151,51,2,STYLE,50
1208,02-11-2018,Ara Maykin,Blowdry + style,Munroe Cumes,1161,55,2,STYLE,50
1209,02-11-2018,Egon Waistell,Blowdry + style,Cloris Dudeney,1121,57,2,STYLE,50
1210,02-11-2018,Shara Garey,Hair Spa,Cloris Dudeney,1004,57,4,STYLE,200
1211,02-11-2018,Alexandro Wheatcroft,Shampoo,Dayle Pfeffle,1130,56,5,STYLE,100
1212,02-11-2018,Elroy Evered,Hair Cut,Ralina Pollicatt,1150,54,3,STYLE,100
1213,02-12-2018,Royce Bowater,Color full color,Cristine Bosman,1017,51,1,COLOR,200
1214,02-12-2018,Gene Gommes,Blowdry + style,Ralina Pollicatt,1029,54,2,STYLE,50
1215,02-12-2018,Allx Ogborn,Hair Spa,Cristine Bosman,1099,51,4,STYLE,200
1216,2/13/2018,Sylvia Yersin,Hair Spa,Cristine Bosman,1168,51,4,STYLE,200
1217,2/13/2018,Ramsay Thome,Blowdry + style,Cristine Bosman,1015,51,2,STYLE,50
1218,2/13/2018,Susanetta Petzold,Hair Cut,Ralina Pollicatt,1001,54,3,STYLE,100
1219,2/13/2018,Jarid Crut,Color full color,Ralina Pollicatt,1054,54,1,COLOR,200
1220,2/14/2018,Trueman Eiler,Color full color,Ralina Pollicatt,1024,54,1,COLOR,200
1221,2/15/2018,Walton Hulse,Hair Spa,June Pynn,1052,53,4,STYLE,200
1222,2/15/2018,Meir Corbyn,Hair Spa,Cloris Dudeney,1047,57,4,STYLE,200
1223,2/15/2018,Indira Vallentin,Blowdry + style,Cloris Dudeney,1073,57,2,STYLE,50
1224,2/15/2018,Mei Vidler,Color full color,June Pynn,1156,53,1,COLOR,200
1225,2/16/2018,Josi Masser,Hair Cut,Dayle Pfeffle,1048,56,3,STYLE,100
1226,2/16/2018,Gabriell Ballham,Color full color,Cloris Dudeney,1070,57,1,COLOR,200
1227,2/17/2018,Gerta Willmetts,Shampoo,June Pynn,1158,53,5,STYLE,100
1228,2/19/2018,Web Addionisio,Hair Cut,Cristine Bosman,1027,51,3,STYLE,100
1229,2/19/2018,Kahaleel Roseaman,Color full color,Cloris Dudeney,1061,57,1,COLOR,200
1230,2/20/2018,Tobe Elstub,Shaving,Munroe Cumes,1007,55,6,STYLE,100
1231,2/20/2018,Aleece O'Fergus,Hair Cut,Munroe Cumes,1020,55,3,STYLE,100
1232,2/20/2018,Marty Creighton,Hair Spa,Cloris Dudeney,1028,57,4,STYLE,200
1233,2/20/2018,Belle Parley,Hair Cut,Cloris Dudeney,1041,57,3,STYLE,100
1234,2/21/2018,Toby Shiliton,Shampoo,Ralina Pollicatt,1062,54,5,STYLE,100
1235,2/21/2018,Benjy Bewley,Color full color,Jackie Leggate,1068,52,1,COLOR,200
1236,2/21/2018,Daffy Fleischmann,Color full color,Jackie Leggate,1066,52,1,COLOR,200
1237,2/21/2018,Sayer McClay,Hair Spa,Cloris Dudeney,1019,57,4,STYLE,200
1238,2/22/2018,Rosabelle Merrifield,Color full color,June Pynn,1034,53,1,COLOR,200
1239,2/22/2018,Oby Downey,Blowdry + style,Cloris Dudeney,1107,57,2,STYLE,50
1240,2/22/2018,Sadella Fligg,Hair Cut,Cloris Dudeney,1155,57,3,STYLE,100
1241,2/23/2018,Trace Larenson,Color full color,Cloris Dudeney,1026,57,1,COLOR,200
1242,2/23/2018,Nonah Pavinese,Hair Spa,Ralina Pollicatt,1104,54,4,STYLE,200
1243,2/23/2018,Rubie Kremer,Shaving,Dayle Pfeffle,1160,56,6,STYLE,100
1244,2/23/2018,Oby Downey,Shaving,Ralina Pollicatt,1107,54,6,STYLE,100
1245,2/24/2018,King Harsent,Shaving,Cloris Dudeney,1157,57,6,STYLE,100
1246,2/24/2018,Walton Hulse,Blowdry + style,Cristine Bosman,1052,51,2,STYLE,50
1247,2/24/2018,Tommi Minett,Shaving,Dayle Pfeffle,1087,56,6,STYLE,100
1248,2/24/2018,Gilburt Marchment,Hair Cut,Munroe Cumes,1091,55,3,STYLE,100
1249,2/24/2018,Belle Parley,Hair Spa,Dayle Pfeffle,1041,56,4,STYLE,200
1250,2/24/2018,Diandra Eatherton,Shampoo,Jackie Leggate,1046,52,5,STYLE,100
1251,2/25/2018,Athena McClean,Color full color,Jackie Leggate,1012,52,1,COLOR,200
1252,2/25/2018,Claudelle Jarritt,Shampoo,June Pynn,1083,53,5,STYLE,100
1253,2/25/2018,Hephzibah Orteu,Shampoo,Cristine Bosman,1035,51,5,STYLE,100
1254,2/25/2018,Kienan O'Dwyer,Shampoo,Cloris Dudeney,1132,57,5,STYLE,100
1255,2/25/2018,Marty Creighton,Hair Cut,Dayle Pfeffle,1028,56,3,STYLE,100
